Jugador,market_value_pred
Lukas Nmecha,33910821.17690429
Armindo Sieb,5154222.307984227
Justin Diehl,14090898.463451749
Patrick Mainka,815050.3837848846
Nicolai Remberg,1008265.438293241
Benedikt Gimber,22816593.418936394
Oliver Burke,904654.1778155062
Olivier Deman,4304805.203632645
Leo Scienza,17389030.23844517
Oliver Burke,8401972.953902422
Benedikt Gimber,3022137.164285604
Lukas Nmecha,4126364.7534935186
Marius Wolf,-462856.8374211583
Lennard Maloney,26153876.44499527
Hong Hyunseok,3131204.8286015466
Dominik Kohr,22413321.295307703
Kevin Stoger,12902408.610958762
Christian Gunter,6200938.796023056
Niels Nkounkou,4932681.798209883
Marvin Friedrich,7556498.2439294355
Lucas Holer,11389802.51946009
Kevin Stoger,16077119.553690143
Nikola Vasilj,13295394.763812523
Amos Pieper,1706403.01972075
Christian Gunter,5314967.143423198
Yannik Keitel,4562361.573542366
Amos Pieper,5580212.018817924
Elvis Rexhbecaj,7674193.51006537
Kevin Stoger,3128755.0210826853
Marvin Friedrich,1779094.062181959
Dominik Kohr,10936778.165403623
Nikola Vasilj,16239931.53742052
Florian Neuhaus,4441377.202463722
Nikola Vasilj,11034895.965178765
Lennard Maloney,10731625.74806666
Niels Nkounkou,17231293.523977667
Amos Pieper,25921611.537819155
Lucas Holer,35321524.1101769
Lucas Holer,22171707.60246016
Mergim Berisha,15761454.58615219
Niklas Dorsch,15442217.980858846
Amos Pieper,10863925.030196162
Christian Gunter,4141915.361111896
Hong Hyunseok,17008398.446987443
Dominik Kohr,11695627.761272948
Elvis Rexhbecaj,-7781593.069577049
Robin Hranac,-10400213.3562406
Christian Gunter,6736285.318470183
Christian Gunter,8210712.076507805
Christian Gunter,18142167.4169868
Amos Pieper,3804246.0673727924
Florian Neuhaus,21142933.32947947
Mergim Berisha,13530495.557448015
Marvin Friedrich,23450689.923378065
Elvis Rexhbecaj,22028892.289999038
Kevin Stoger,26634438.76456456
Elvis Rexhbecaj,-3156946.252591001
Lennard Maloney,7832653.204197252
Kevin Stoger,945686.9866917711
Elvis Rexhbecaj,-2947436.681572972
Lucas Holer,9510968.073656691
Hong Hyunseok,5001155.412207721
Mergim Berisha,8815088.920539923
Amos Pieper,7320957.22452306
Lucas Holer,17791873.590000413
Kevin Stoger,15811200.991228137
Lennard Maloney,11541403.979933191
Lennard Maloney,3526346.26532476
Mergim Berisha,29199433.054055057
Lucas Holer,-617624.6281714067
Dominik Kohr,26961734.258076414
Mergim Berisha,13417967.808212116
Lennard Maloney,6410247.522257986
Niels Nkounkou,4430295.994204583
Christian Gunter,7568014.085960837
Nikola Vasilj,17022240.743982814
Dominik Kohr,2442601.5001184437
Christian Gunter,10916697.79705957
Niklas Dorsch,16113770.7502779
Lucas Holer,12679173.141614486
Hong Hyunseok,8146778.507532146
Niels Nkounkou,5575282.104287388
Mahmoud Dahoud,15713534.588676225
Robin Hranac,-1993681.1597891282
Hong Hyunseok,7322383.496094158
Marvin Friedrich,19760299.536315225
Elvis Rexhbecaj,-925033.5976939313
Kevin Stoger,8211608.277260523
Mergim Berisha,9425547.034963898
Marvin Friedrich,3053905.687419126
Niklas Dorsch,1038379.215347141
Marvin Friedrich,9762332.522676768
Marvin Friedrich,24367929.370911404
Kevin Stoger,21436564.89065169
Kevin Stoger,34822378.27760236
Florian Neuhaus,2613623.3344709314
Hong Hyunseok,-1150552.1862569172
Florian Neuhaus,11361813.221465213
Florian Neuhaus,1880046.1029327344
Nikola Vasilj,12870091.625661291
Christian Gunter,34798878.70684844
Nikola Vasilj,5080347.381677097
Lucas Holer,15749454.145539436
Lucas Holer,19758604.81729961
Nikola Vasilj,8724008.79865255
Dominik Kohr,25542643.903995544
Kevin Stoger,40381847.25157701
Kevin Stoger,5361171.336338111
Amos Pieper,15063906.120529098
Marvin Friedrich,1779094.062181959
Elvis Rexhbecaj,2856359.5908982083
Lucas Holer,29095154.970020004
Mergim Berisha,-2067497.2655656207
Florian Neuhaus,1301943.112007741
Dominik Kohr,8522659.609699301
Hong Hyunseok,175496.4701041095
Niklas Dorsch,4801313.956508441
Dominik Kohr,18606479.467406623
Dominik Kohr,15682319.85594026
Marvin Friedrich,408008.99230486155
Niklas Dorsch,20099271.897502176
Florian Neuhaus,6444982.387654058
Amos Pieper,-3519543.058738053
Lennard Maloney,13721810.527110811
Nikola Vasilj,11159633.723510139
Mahmoud Dahoud,9377567.400417149
Florian Neuhaus,11770492.716204323
Dominik Kohr,11586357.041685542
Elvis Rexhbecaj,-8063365.223773673
Mahmoud Dahoud,2954996.326655506
Dominik Kohr,6837993.724688787
Niels Nkounkou,-6406763.842371281
Christian Gunter,12105482.232489027
Mergim Berisha,13572657.49392629
Amos Pieper,8671466.026715837
Nikola Vasilj,-254311.85029739887
Niklas Dorsch,3453425.647071164
Kevin Stoger,45914752.15060099
Amos Pieper,20345016.69405553
Yannik Keitel,4258959.299406862
Nikola Vasilj,4114268.5917264447
Robin Hranac,-4681401.873244993
Amos Pieper,15265891.13005333
Kevin Stoger,39441993.7947313
Kevin Stoger,7032563.860487603
Marvin Friedrich,12834464.071586821
Hong Hyunseok,15715858.181654636
Elvis Rexhbecaj,21967938.561314754
Christian Gunter,13612222.564040711
Elvis Rexhbecaj,2248852.856270314
Niels Nkounkou,1745717.3051862177
Hong Hyunseok,4468738.813913837
Nikola Vasilj,-2391503.8676145207
Lucas Holer,-65331.236575230956
Yannik Keitel,37941819.62973592
Mahmoud Dahoud,1467843.3060150025
Lennard Maloney,19473327.198951118
Mergim Berisha,9615549.628385395
Dominik Kohr,9857640.494706785
Nikola Vasilj,9447079.17886759
Amos Pieper,18009251.241518043
Nikola Vasilj,8484875.795469847
Lennard Maloney,7791473.066245291
Niels Nkounkou,9008536.45169436
Dominik Kohr,13865365.732237931
Kevin Stoger,-2095054.6650945991
Florian Neuhaus,6683699.940996714
Nikola Vasilj,9371132.022843596
Kevin Stoger,30509284.032911282
Mergim Berisha,20920644.72054888
Niels Nkounkou,4335124.593761041
Dominik Kohr,5201590.252387356
Hong Hyunseok,12367490.572703484
Nikola Vasilj,-2374405.6151705235
Lucas Holer,21937914.52201692
Lennard Maloney,-8761262.248162076
Mergim Berisha,1741290.528561961
Hong Hyunseok,5418411.325387405
Christian Gunter,5433043.460424783
Niklas Dorsch,6098316.634775308
Robin Hranac,4010786.3866494447
Niklas Dorsch,20042424.402779773
Florian Neuhaus,6323788.529138174
Christian Gunter,16032828.21429371
Lucas Holer,52023724.15722767
Lucas Holer,133027.23338346183
Niklas Dorsch,4590164.59934886
Yannik Keitel,6894859.996717436
Christian Gunter,11831206.527870193
Nikola Vasilj,28376319.619502407
Christian Gunter,6351099.151053046
Hong Hyunseok,4458777.588758984
Lennard Maloney,9317938.510225361
Elvis Rexhbecaj,-4569585.514638802
Mahmoud Dahoud,18510232.18519654
Niels Nkounkou,-4249048.299807247
Niklas Dorsch,-845147.8650993705
Nikola Vasilj,-2369111.7340450455
Niklas Dorsch,-244189.4467946645
Nikola Vasilj,24746464.227094743
Amos Pieper,36489242.502746865
Nikola Vasilj,8590844.913385559
Lennard Maloney,6038459.267097862
Nikola Vasilj,22668354.003937792
Amos Pieper,11902207.518888492
Mahmoud Dahoud,12015435.885822091
Hong Hyunseok,7117334.422765121
Nikola Vasilj,1029409.2711577639
Elvis Rexhbecaj,9425944.055465896
Yannik Keitel,891466.9847410098
Niklas Dorsch,7525477.815834795
Dominik Kohr,10323608.859327119
Lucas Holer,3428060.100980751
Christian Gunter,6631766.231512902
Elvis Rexhbecaj,4032592.047191697
Marvin Friedrich,3666475.570764727
Mahmoud Dahoud,6228197.0521603525
Kevin Stoger,2729385.2251276895
Florian Neuhaus,5713221.721809563
Kevin Stoger,-5577745.4290756695
Nikola Vasilj,-740702.243569022
Niels Nkounkou,10406458.715769354
Amos Pieper,4510156.141429593
Lucas Holer,46194800.43996645
Marvin Friedrich,-1328462.6208414137
Lennard Maloney,-801666.6953730211
Kevin Stoger,17141933.50047306
Christian Gunter,10473122.147541245
Dominik Kohr,1046317.477240039
Nikola Vasilj,13834948.254857913
Lucas Holer,9651029.89954891
Hong Hyunseok,-1525915.249569742
Lucas Holer,22947182.01401135
Dominik Kohr,-4162798.6625965815
Christian Gunter,25516727.743778296
Kevin Stoger,37956499.109779574
Florian Neuhaus,36542000.15577692
Amos Pieper,944062.9976561088
Lucas Holer,13420829.111287687
Lennard Maloney,11281828.412328806
Niklas Dorsch,19438661.867491305
Niklas Dorsch,7989062.353126392
Nikola Vasilj,7807692.0005451385
Christian Gunter,20579530.652327973
Yannik Keitel,21975082.506082617
Lucas Holer,3201881.8547395337
Christian Gunter,7451042.906559519
Elvis Rexhbecaj,4463465.885291774
Niklas Dorsch,33185016.69034404
Marvin Friedrich,15895600.746219248
Niels Nkounkou,-2107215.8589319866
Mergim Berisha,1125916.2461990938
Hong Hyunseok,11408015.297983874
Hong Hyunseok,12071888.649897775
Elvis Rexhbecaj,-4857342.038167827
Florian Neuhaus,10816816.844378397
Yannik Keitel,5459032.659118533
Marvin Friedrich,42080288.638376325
Amos Pieper,18881419.25625302
Kevin Stoger,2902618.8122532675
Elvis Rexhbecaj,20092363.199033916
Amos Pieper,18996906.386346553
Christian Gunter,8069279.5997695215
Dominik Kohr,15882442.78580339
Hong Hyunseok,5794025.367437017
Marvin Friedrich,2161682.242720416
Lucas Holer,20816931.845068406
Dominik Kohr,34550871.69317437
Amos Pieper,4500315.066540843
Christian Gunter,18762605.984730527
Lucas Holer,2619585.3367125103
Niels Nkounkou,5361233.200142112
Lucas Holer,15026648.71933029
Kevin Stoger,6800119.616188488
Niklas Dorsch,18514532.08729987
Hong Hyunseok,3329292.2658942537
Nikola Vasilj,9284570.35744678
Christian Gunter,2361941.6218452165
Dominik Kohr,23125622.47142848
Lucas Holer,-1303784.931659814
Christian Gunter,12733861.215070454
Lucas Holer,23686533.052621093
Mergim Berisha,11508287.558294006
Elvis Rexhbecaj,-10498610.661610499
Mahmoud Dahoud,873374.3616162576
Christian Gunter,13287844.690531299
Elvis Rexhbecaj,20287896.89412341
Kevin Stoger,25066739.771001913
Hong Hyunseok,33623378.178448796
Dominik Kohr,29225073.401912235
Amos Pieper,14328508.988345217
Nikola Vasilj,11540094.104178647
Hong Hyunseok,3538132.9525463944
Nikola Vasilj,3074855.7549154684
Christian Gunter,6200860.962154642
Marvin Friedrich,2002452.4830243122
Lucas Holer,5497296.170630719
Niklas Dorsch,3623219.9997568
Marvin Friedrich,-409279.66263267957
Hong Hyunseok,16134154.82079139
Elvis Rexhbecaj,21377798.22196523
Yannik Keitel,3019196.585993711
Marvin Friedrich,17925888.003387988
Elvis Rexhbecaj,8908076.68805594
Yannik Keitel,7727706.144743967
Lucas Holer,-1422831.9986600857
Dominik Kohr,8925246.800754052
Nikola Vasilj,5566253.685665375
Kevin Stoger,25684092.244383987
Niklas Dorsch,7557196.964607855
Niklas Dorsch,17006266.06075289
Amos Pieper,8727427.751665752
Dominik Kohr,6474611.3338371515
Yannik Keitel,4506349.606634213
Nikola Vasilj,7307743.580363765
Kevin Stoger,1264948.6404013187
Lennard Maloney,9742873.929880554
Nikola Vasilj,5854319.535719566
Marvin Friedrich,3420438.124053371
Kevin Stoger,13575431.442808595
Amos Pieper,15437102.014169432
Niklas Dorsch,19188411.07096166
Kevin Stoger,2892871.5426812377
Mahmoud Dahoud,51396137.214495875
Dominik Kohr,10004894.078469398
Dominik Kohr,15882951.659203634
Niklas Dorsch,1358797.4200425465
Niklas Dorsch,2515740.405900905
Nikola Vasilj,3476788.253806337
Lucas Holer,24293785.45866482
Elvis Rexhbecaj,-3963207.9143935367
Niklas Dorsch,10981505.525303021
Dominik Kohr,20469193.22289001
Florian Neuhaus,12342692.625798667
Florian Neuhaus,891785.0713092294
Elvis Rexhbecaj,-5873472.593052719
Dominik Kohr,8894821.344155792
Dominik Kohr,18327067.36013884
Christian Gunter,12072183.909751086
Kevin Stoger,19066051.634107683
Lucas Holer,19754399.52173899
Yannik Keitel,14686889.79532832
Nikola Vasilj,9275478.673064616
Florian Neuhaus,3932553.0664090747
Elvis Rexhbecaj,-4026073.63465992
Kevin Stoger,14177836.427536512
Christian Gunter,28786107.125943415
Nikola Vasilj,15412953.133676518
Christian Gunter,28577095.996442962
Hong Hyunseok,18899885.048079476
Marvin Friedrich,32965589.146615565
Elvis Rexhbecaj,12159253.900217388
Elvis Rexhbecaj,17953662.792969834
Amos Pieper,6580476.988971876
Elvis Rexhbecaj,2108073.9151689056
Hong Hyunseok,11079853.133754864
Marvin Friedrich,23519881.028179947
Florian Neuhaus,-3119587.90399063
Florian Neuhaus,6362001.608926141
Lennard Maloney,5023983.259805485
Kevin Stoger,15823790.883729858
Elvis Rexhbecaj,12076150.628880419
Kevin Stoger,2909071.187150182
Marvin Friedrich,23955391.55922096
Lucas Holer,37356742.52270512
Lucas Holer,24721317.17297873
Jonathan Tah,18338846.06649947
Joao Palhinha,5735395.643275119
Tom Bischof,24052703.630852863
Jonathan Tah,15613045.420365613
Nick Woltemade,24667506.682200808
Nick Woltemade,60682855.13279622
Nick Woltemade,23060087.78996007
Tom Bischof,10308799.247676559
Tom Bischof,41603342.18593125
Tom Bischof,15952103.433433205
Tom Bischof,2395493.6319672847
Jonathan Tah,4557469.3005736405
Tom Bischof,9030610.862206765
Nick Woltemade,10612151.091070436
Jonathan Tah,21021693.547053065
Jonathan Tah,14042393.790045619
Jonathan Tah,56115715.37717691
Jonathan Tah,18214704.900561158
Jonathan Tah,34069940.520174466
Joao Palhinha,31155145.84721645
Nick Woltemade,9698358.866210846
Tom Bischof,44284989.14019112
Jonathan Tah,11737297.003825964
Nick Woltemade,8016819.660477987
Jonathan Tah,13156815.65280146
Tom Bischof,5520551.145881087
Nick Woltemade,22787348.193861317
Tom Bischof,17956762.933554694
Nick Woltemade,21512492.068892587
Tom Bischof,21508465.718595363
Jonathan Tah,35870238.42507292
Jonathan Tah,27848137.697414465
Nick Woltemade,-4311105.703935815
Tom Bischof,22293035.450852465
Jonathan Tah,48552784.71656814
Joao Palhinha,35677026.2604199
Tom Bischof,26607698.286524087
Joao Palhinha,18190202.352707624
Joao Palhinha,1358520.0203571478
Nick Woltemade,75847777.13936222
Nick Woltemade,6101753.000228613
Tom Bischof,14636138.915125482
Joao Palhinha,3514800.9844396096
Joao Palhinha,16280619.673705412
Nick Woltemade,38530086.932537585
Nick Woltemade,13981399.17796366
Jonathan Tah,21290298.948915698
Jonathan Tah,10831160.156314928
Joao Palhinha,7717354.714418551
Nick Woltemade,43591539.24767155
Tom Bischof,26944769.10679142
Joao Palhinha,28777121.451814815
Jonathan Tah,29659017.968419284
Jonathan Tah,9777122.269528922
Nick Woltemade,40572228.58989622
Jonathan Tah,10626633.904603824
Tom Bischof,48243871.90597994
Joao Palhinha,47928082.71853367
Jonathan Tah,41540083.2602719
Joao Palhinha,4580450.437717439
Nick Woltemade,74665710.15277031
Joao Palhinha,3142098.1153510762
Jonathan Tah,45152626.31613882
Jonathan Tah,3729392.2473530853
Tom Bischof,28438288.800480157
Nick Woltemade,4393837.5270631
Jonathan Tah,43336880.88451128
Joao Palhinha,18720368.83828062
Tom Bischof,13891267.00251593
Tom Bischof,21849362.962591693
Jonathan Tah,50795496.90326124
Tom Bischof,24502922.04578732
Jonathan Tah,69826354.70761833
Tom Bischof,8699034.69809991
Nick Woltemade,52974578.1718397
Nick Woltemade,37317351.00465064
Jonathan Tah,28170744.212127328
Tom Bischof,14080266.82116345
Jonathan Tah,33711886.82801613
Jonathan Tah,25591911.9595455
Nick Woltemade,24422220.68538289
Nick Woltemade,34570028.83102611
Tom Bischof,-12039079.031364456
Tom Bischof,26614058.424885295
Nick Woltemade,51836875.68537108
Jonathan Tah,21632901.37959319
Tom Bischof,943607.8886756916
Nick Woltemade,9288128.320049696
Jonathan Tah,29820407.840320066
Tom Bischof,36681257.48365851
Nick Woltemade,2858741.977181075
Tom Bischof,8672473.221117998
Joao Palhinha,5446075.005743921
Tom Bischof,6047198.280467626
Tom Bischof,29122635.39703438
Jonathan Tah,16465033.378016558
Joao Palhinha,28562706.008014098
Tom Bischof,28193620.990178373
Nick Woltemade,11442813.417573068
Nick Woltemade,14676764.236424588
Jonathan Tah,45869406.58427782
Tom Bischof,1344798.486988348
Joao Palhinha,8766884.023514533
Joao Palhinha,11707970.039899744
Jonathan Tah,37452631.666371584
Jonathan Tah,21176651.109330557
Tom Bischof,14504272.655883843
Nick Woltemade,1007851.0833986755
Nick Woltemade,46297737.870887734
Tobias Sippel,9107141.183620015
Josip Stanisic,19610402.027174763
Mohamed Amoura,-9355857.09115262
Mohamed Amoura,9623137.387620516
Mohamed Amoura,5961809.252317103
Mohamed Amoura,2705616.488378168
Mohamed Amoura,8978631.202836813
Mohamed Amoura,-1949734.007251637
Josip Stanisic,9322784.711073533
Mohamed Amoura,24092717.43602367
Mohamed Amoura,30526017.34617558
Mohamed Amoura,37100538.58591889
Mohamed Amoura,11519289.352357052
Josip Stanisic,30756726.674989145
Mohamed Amoura,7830323.11163613
Mohamed Amoura,5973480.605753334
Mohamed Amoura,22233059.132374104
Josip Stanisic,33164522.315232012
Mohamed Amoura,24061250.244951684
Josip Stanisic,27654875.023958925
Josip Stanisic,-4872677.112945497
Josip Stanisic,46454955.19397988
Josip Stanisic,11646070.862719867
Josip Stanisic,10958198.890198493
Josip Stanisic,3060174.1055588564
Mohamed Amoura,-3443316.852398457
Mohamed Amoura,23113574.350704845
Mohamed Amoura,23934248.73248147
Mohamed Amoura,27744490.71470349
Mohamed Amoura,17779269.402368132
Mohamed Amoura,2682503.452312324
Mohamed Amoura,4211865.556432916
Mohamed Amoura,25859515.207027454
Mohamed Amoura,10495111.20859191
Josip Stanisic,994454.8713659849
Josip Stanisic,25248863.236170072
Mohamed Amoura,12914949.682608267
Mohamed Amoura,14024066.029710623
Mohamed Amoura,28041922.546034403
Mohamed Amoura,-7881874.788101371
Mohamed Amoura,25684907.878913566
Mohamed Amoura,36303000.86372832
Mohamed Amoura,22993761.369379513
Josip Stanisic,31024858.029860184
Josip Stanisic,-2300641.8850022033
Mohamed Amoura,-4496136.702819575
Edmond Tapsoba,13619526.21072707
Jonathan Burkardt,20223276.55193182
Jonathan Burkardt,12237384.10758989
Edmond Tapsoba,29028960.541089136
Jonathan Burkardt,47671486.432942465
Edmond Tapsoba,21958426.547339328
Jonathan Burkardt,37790041.31255786
Edmond Tapsoba,35948598.00980908
Jonathan Burkardt,3612804.2387961345
Edmond Tapsoba,30129972.66069353
Edmond Tapsoba,22141633.486007005
Edmond Tapsoba,16036034.4504525
Jonathan Burkardt,27054955.283408426
Jonathan Burkardt,12017374.148450363
Jonathan Burkardt,31580903.130169816
Edmond Tapsoba,26760659.599175677
Mathys Tel,6782951.652526755
Edmond Tapsoba,30008733.77310699
Jonathan Burkardt,2480230.06231179
Edmond Tapsoba,18056987.838699326
Edmond Tapsoba,39626297.40703663
Jonathan Burkardt,9451366.219047725
Edmond Tapsoba,16844524.588192206
Mathys Tel,13036308.404307116
Jonathan Burkardt,7015184.632291922
Edmond Tapsoba,46441488.91199712
Edmond Tapsoba,14620818.206882216
Jonathan Burkardt,43271873.38265411
Jonathan Burkardt,13668909.42736189
Edmond Tapsoba,24979941.2397668
Jonathan Burkardt,5543853.591835053
Mathys Tel,22120066.70251148
Edmond Tapsoba,14340166.927415984
Mathys Tel,6044853.314028695
Jonathan Burkardt,6340106.057643067
Edmond Tapsoba,17781045.63101397
Jonathan Burkardt,34877964.16927622
Jonathan Burkardt,41094957.05287355
Edmond Tapsoba,32566323.781111814
Edmond Tapsoba,8686247.030425176
Jonathan Burkardt,4366226.899987765
Edmond Tapsoba,49873556.48390241
Jonathan Burkardt,2761198.204944052
Edmond Tapsoba,45112655.54612107
Mathys Tel,-2551546.2322647907
Mathys Tel,27224338.346664853
Edmond Tapsoba,50299432.46379586
Jonathan Burkardt,53999000.85757746
Mathys Tel,18423441.53720618
Edmond Tapsoba,33517848.789855566
Jonathan Burkardt,13245564.217292016
Jonathan Burkardt,25978955.608355865
Jonathan Burkardt,54443154.63690041
Mathys Tel,8534059.352206293
Jonathan Burkardt,47119387.446453474
Edmond Tapsoba,22898135.952946953
Jonathan Burkardt,38454021.28238785
Edmond Tapsoba,11958401.785956766
Jonathan Burkardt,24329355.665588368
Jonathan Burkardt,16826732.618550166
Edmond Tapsoba,29508638.637281433
Jonathan Burkardt,-4764395.39077523
Jonathan Burkardt,51632268.06888442
Edmond Tapsoba,37109471.30331684
Edmond Tapsoba,30748205.68117301
Edmond Tapsoba,11877511.827926166
Hannes Behrens,153276.3256186843
Timothy Chandler,7898142.386262348
Viggo Gebel,3729025.434625985
Timothy Chandler,2956629.5316165816
Timothy Chandler,7040556.040880499
Andrej Kramaric,19111349.979619984
Andrej Ilic,6435380.695412623
Andrej Ilic,13388060.354847014
Marin Ljubicic,3833635.6356269578
Mario Gotze,22990336.085828822
Andrej Kramaric,34971650.72810188
Jan Schoppner,-2803526.5562455356
Manuel Neuer,21578680.363233045
Arne Maier,9725445.024470318
Josip Juranovic,16076542.464279886
Manuel Neuer,41739244.73977187
Omar Traore,14421015.28140012
Jan Schoppner,11041616.94407792
Tom Krauß,5311570.988131227
Niklas Stark,20233156.50199166
Andrej Kramaric,26457755.446325008
Marco Grull,4271551.379971422
Elias Saad,3329005.157080761
Andrej Ilic,14654472.932180658
Marin Ljubicic,-3961538.2022964135
Robin Zentner,17812948.493412502
Elias Saad,22117081.39648554
Philipp Sander,27468432.92716428
Omar Traore,18525587.15544254
Robin Zentner,13185064.099119406
Oladapo Afolayan,18524199.784602795
Andrej Kramaric,11117382.793016534
Robin Zentner,14412455.371410592
Michy Batshuayi,4903028.301759445
Philipp Sander,13634897.173628438
Salih Ozcan,5343962.180071892
Tom Krauß,15389587.759600017
Jeong Wooyeong,12272579.78952743
Jan Schoppner,10211451.922269963
Niklas Stark,13954788.087547626
Mario Gotze,13810552.492560707
Omar Traore,10308674.938675841
Salih Ozcan,6477729.467658782
Marco Grull,3439092.0590968253
Mario Gotze,45830056.298637055
David Nemeth,26353403.816148024
Niklas Stark,10558232.749693878
Mario Gotze,20141532.79971584
Michy Batshuayi,8983054.059148239
Omar Traore,11765949.792338865
Elias Saad,23849887.21089554
Oladapo Afolayan,20469554.48709336
Marco Grull,2390471.914991718
Andre Silva,6384567.659882888
Arne Maier,17386115.258006897
Jan Schoppner,16643354.834224585
David Nemeth,17332917.083066165
Robin Zentner,21302267.54226691
Morgan Guilavogui,12316967.979831902
Arne Maier,27574565.34819221
Morgan Guilavogui,13657084.59697799
Andrej Kramaric,58485796.19563075
David Nemeth,8643375.639131302
Tom Krauß,26542488.28182452
Omar Traore,11115238.605552569
Philipp Sander,4011908.814663184
Marco Grull,5832488.170287379
Niklas Stark,18366197.73844218
Oladapo Afolayan,4390992.32978561
Tom Krauß,11396210.505967043
Jan Schoppner,2742385.4035931267
Robin Zentner,18841585.7669214
Jan Schoppner,2362190.96742812
Morgan Guilavogui,10139251.926875953
Omar Traore,12859728.160528552
Elias Saad,-2628592.1552048773
David Nemeth,9731721.187003411
Morgan Guilavogui,-11285915.388718799
Omar Traore,17819608.168829232
Elias Saad,-22145145.241757832
Salih Ozcan,6444297.28627884
Robin Zentner,13299231.95457817
Morgan Guilavogui,17009552.788485028
Andrej Ilic,21854397.72052528
Jeong Wooyeong,4482674.7349598445
Marin Ljubicic,673477.3766622264
Niklas Stark,37878944.85368024
Salih Ozcan,5356298.963645645
Marco Grull,-2716323.1296769455
Michy Batshuayi,-8907847.182094824
Jan Schoppner,18112122.44615664
Tom Krauß,28565517.396108244
Oladapo Afolayan,-7104782.449797921
Morgan Guilavogui,-4394603.067611486
Josip Juranovic,10326547.781607876
Salih Ozcan,8818196.717878982
Elias Saad,9215795.662980188
Morgan Guilavogui,-7551576.156400997
Oladapo Afolayan,4910960.149905953
Oladapo Afolayan,3728632.27769107
Andrej Ilic,10740501.989713276
Andrej Kramaric,35170568.556632005
David Nemeth,9958228.140600517
Omar Traore,12211065.863807345
Andrej Kramaric,27139167.71251309
Marin Ljubicic,88742.63168056682
Salih Ozcan,17580731.13976227
Jan Schoppner,7675815.7521860525
Andre Silva,1265302.4554341994
Andrej Kramaric,20033075.420531694
Marco Grull,5143526.672688385
Niklas Stark,21132404.96304357
Elias Saad,-4345594.731876859
Issa Kabore,15733577.745445296
Niklas Stark,24054482.844068967
Marco Grull,20508935.528717406
Andre Silva,21670907.13898606
Manuel Neuer,8597768.338375578
Mario Gotze,7217252.593446526
Omar Traore,27158344.88518647
Jan Schoppner,50374204.00002792
David Nemeth,6974633.062362645
Oladapo Afolayan,13888161.086425465
Tom Krauß,28417815.817507353
Philipp Sander,5082090.028232126
Michy Batshuayi,4924662.568645875
Salih Ozcan,16901752.442272715
Andrej Kramaric,12632843.724783994
Tom Krauß,4530694.4523198325
Andrej Ilic,25433381.43046139
Marco Grull,6404999.785277284
Andre Silva,18263332.891157713
Omar Traore,-1397334.8686237112
Andrej Ilic,-670879.2609093226
Robin Zentner,29228537.25203732
Marin Ljubicic,-2939066.192885218
Jan Schoppner,1508316.1004103161
Jeong Wooyeong,12692259.080435552
Philipp Sander,29439242.379275754
Philipp Sander,29318162.68278506
Arne Maier,10421846.153952008
Arne Maier,13635534.889986705
Oladapo Afolayan,19962953.516767018
Josip Juranovic,9633761.945141055
Elias Saad,-2131019.484962333
David Nemeth,14913092.561283574
Morgan Guilavogui,15143824.496710949
Josip Juranovic,-24758330.370733865
Marin Ljubicic,3714106.0689037433
Jeong Wooyeong,10883718.63764092
Marin Ljubicic,-93942.63706525601
Andrej Ilic,10232061.545240683
David Nemeth,8338229.517432685
Mario Gotze,17151620.143007405
Michy Batshuayi,19401440.42611437
Robin Zentner,-2102537.7046475466
Arne Maier,3530317.7916620476
Salih Ozcan,32110256.602425978
Arne Maier,9029972.072708184
Salih Ozcan,13644053.085922275
Jeong Wooyeong,40503978.72119464
Arne Maier,4674683.815452465
Oladapo Afolayan,-2147471.7396102175
Jeong Wooyeong,19548149.747331988
Josip Juranovic,12198989.388449986
Robin Zentner,13792951.061975162
Marco Grull,2945626.0574026303
Niklas Stark,10736539.566600323
Issa Kabore,3172258.0622703936
Andre Silva,36238757.80084132
Manuel Neuer,16448620.557479423
Andrej Kramaric,77372795.97806618
Philipp Sander,16811146.68758329
Michy Batshuayi,2641596.1227196483
Niklas Stark,2634997.2169663627
Oladapo Afolayan,26167481.79985272
Morgan Guilavogui,14071438.552809801
David Nemeth,15940713.8306542
Andrej Kramaric,48199605.15763767
Mario Gotze,5016132.200699864
Omar Traore,-3420326.3753198255
Andrej Ilic,9622204.078048605
Omar Traore,5809229.9766594255
Philipp Sander,23952551.095361017
Marin Ljubicic,28452.29957468249
Marco Grull,-1022783.4529551808
Robin Zentner,11259641.033507444
Michy Batshuayi,648184.9744372647
Mario Gotze,15352079.01725113
Salih Ozcan,5220428.050889771
Niklas Stark,16781710.816093832
David Nemeth,19614795.438967176
Oladapo Afolayan,8214880.623179512
Elias Saad,12412536.643053506
Andrej Kramaric,13304397.035669835
Jan Schoppner,12530770.475259805
Salih Ozcan,9228925.817238517
Tom Krauß,1405699.908764312
Jan Schoppner,-8441336.65439218
Omar Traore,28763034.22339395
Andrej Kramaric,52187983.853354625
Jan Schoppner,23164518.799329855
Arne Maier,15832041.278451506
Andrej Kramaric,27181267.39248313
Marco Grull,-5171407.010044267
Niklas Stark,12934107.119993478
Niklas Stark,4701599.409211933
Marco Grull,10417869.314288823
Arne Maier,9702344.194608007
Morgan Guilavogui,-19257972.14810875
Andrej Kramaric,30718290.72066705
Tom Krauß,3660041.578259643
Robin Zentner,5692045.60169906
Andrej Ilic,3289059.8886677707
